台湾频道,#genre#
龙华洋片,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn02
公视戏剧,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv042
靖洋戏剧台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv045
靖天戏剧台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv058
中视经典台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv080
靖天日本台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv047
龙华戏剧,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn18
龙华日韩,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn11
龙华偶像,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn12
龙华经典,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn21
台湾戏剧台,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn22
时尚运动X,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv014
GinxTV,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv053
智林体育台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv101
博斯魅力,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn04
博斯高球1,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn05
博斯高球2,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn06
博斯运动1,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn07
博斯运动2,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn08
博斯网球,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn09
博斯无限,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn10
博斯无限2,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn13
视纳华仁纪实,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv013
Globetrotter,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv016
达文西频道,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv018
亚洲旅游台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv076
民视旅游,http://tv543.cc/litv.php?token=leifeng&id=litv-ftv07
Smart知识台,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn19
靖天卡通台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv044
靖洋卡通台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv057
龙华卡通,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn01
古典音乐台,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv059
TRACE URBAN,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv082
MEZZO LIVE,http://tv543.cc/litv.php?token=leifeng&id=4gtv-4gtv083
好消息1,http://tv543.cc/litv.php?token=leifeng&id=litv-ftv16
好消息2,http://tv543.cc/litv.php?token=leifeng&id=litv-ftv17
生活英语台,http://tv543.cc/litv.php?token=leifeng&id=litv-longturn20
台灣備用,#genre#
中視HD,http://220.134.196.147:8510/http/61.219.99.20:8081/hls/88/80/Ctv4max.m3u8
華視HD,http://220.134.196.147:8539/http/61.219.99.20:8081/hls/89/80/Cts4max.m3u8
民視HD,http://220.134.196.147:9574/http/61.219.99.20:8081/hls/85/80/Ftv4max.m3u8
公視,http://220.134.196.147:8554/http/61.219.99.20:8081/hls/87/80/Pts4max.m3u8
人間衛視,http://220.134.196.147:8515/http/61.219.99.20:8081/hls/69/811/ch36.m3u8
大愛電視,http://220.134.196.147:8549/http/61.219.99.20:8081/hls/73/815/ch52.m3u8
好消息GOOD TV,http://220.134.196.147:8523/http/61.219.99.20:8081/hls/74/816/ch53.m3u8
Trace Sport Stars,http://220.134.196.147:8569/http/61.219.99.20:8092/upload/212/TraceS_TS-1111_1.m3u8
DISCOVERY,http://220.134.196.147:8516/http/61.219.99.20:8081/hls/71/813/ch44.m3u8
旅遊生活,http://220.134.196.147:8557/http/61.219.99.20:8081/hls/70/812/ch38.m3u8
動物星球,http://220.134.196.147:8540/http/61.219.99.20:8081/hls/70/812/ch37.m3u8
亞洲旅遊,http://220.134.196.147:8579/http/61.219.99.20:8081/hls/76/818/ch61.m3u8
MOMO親子台,http://220.134.196.147:8517/http/61.219.99.20:8081/hls/90/80/momo4max.m3u8
東森幼幼HD,http://220.134.196.147:9588/http/61.219.99.20:8081/hls/63/805/ch09.m3u8
龍華卡通台,http://220.134.196.147:8568/http/61.219.99.20:8068/hls/14/80/cstv14.m3u8
緯來綜合HD,http://220.134.196.147:8533/http/61.219.99.20:8081/hls/68/810/ch32.m3u8
八大第一HD,http://220.134.196.147:8505/http/61.219.99.20:8081/hls/66/808/ch22.m3u8
八大綜合HD,http://220.134.196.147:8518/http/61.219.99.20:8081/hls/66/808/ch21.m3u8
三立台灣HD,http://220.134.196.147:8513/http/61.219.99.20:8081/hls/65/807/ch20.m3u8
三立都會HD,http://220.134.196.147:8503/http/61.219.99.20:8081/hls/65/807/ch19.m3u8
韓國娛樂台,http://220.134.196.147:8506/http/61.219.99.20:8092/upload/116/KMTV_TS-1111_1.m3u8
東森綜合HD,http://220.134.196.147:9553/http/61.219.99.20:8081/hls/63/805/ch12.m3u8
超視HD,http://220.134.196.147:8508/http/61.219.99.20:8081/hls/64/806/ch14.m3u8
中天綜合HD,http://220.134.196.147:8502/http/61.219.99.20:8081/hls/67/809/ch25.m3u8
中天娛樂HD,http://220.134.196.147:8509/http/61.219.99.20:8081/hls/67/809/ch26.m3u8
東風衛視,http://220.134.196.147:8537/http/61.219.99.20:8081/hls/68/810/ch31.m3u8
MUCH TV,http://220.134.196.147:8530/http/61.219.99.20:8081/hls/72/814/ch45.m3u8
東森戲劇HD,http://220.134.196.147:8536/http/61.219.99.20:8081/hls/64/806/ch13.m3u8
八大戲劇HD,http://220.134.196.147:8552/http/61.219.99.20:8081/hls/66/808/ch23.m3u8
TVBS歡樂HD,http://220.134.196.147:8522/http/61.219.99.20:8081/hls/65/807/ch17.m3u8
緯來戲劇,http://220.134.196.147:8504/http/61.219.99.20:8081/hls/69/811/ch33.m3u8
龍華戲劇台,http://220.134.196.147:8555/http/61.219.99.20:8068/hls/13/80/cstv13.m3u8
龍華日韓劇,http://220.134.196.147:8531/http/61.219.99.20:8068/hls/12/80/cstv12.m3u8
龍華偶像劇,http://220.134.196.147:8562/http/61.219.99.20:8068/hls/11/80/cstv11.m3u8
緯來日本HD,http://220.134.196.147:8565/http/61.219.99.20:8081/hls/69/811/ch34.m3u8
Taiwan Plus,http://220.134.196.147:8524/http/61.219.99.20:8081/hls/87/80/PtsTaiwanPlus4max.m3u8
年代新聞,http://220.134.196.147:8538/http/61.219.99.20:8081/hls/67/809/ch27.m3u8
東森新聞HD,http://220.134.196.147:8527/http/61.219.99.20:8081/hls/63/805/ch10.m3u8
中天新聞,http://220.134.196.147:8567/http/61.219.99.20:8081/hls/78/80/ch63max.m3u8
民視新聞,http://220.134.196.147:8519/http/61.219.99.20:8081/hls/85/80/FtvNews4max.m3u8
三立新聞HD,http://220.134.196.147:8541/http/61.219.99.20:8081/hls/65/807/ch18.m3u8
TVBS新聞HD,http://220.134.196.147:8542/http/61.219.99.20:8081/hls/75/817/ch59.m3u8
TVBS HD,http://220.134.196.147:8570/http/61.219.99.20:8081/hls/75/817/ch58.m3u8
非凡新聞HD,http://220.134.196.147:8571/http/61.219.99.20:8081/hls/75/817/ch57.m3u8
非凡商業HD,http://220.134.196.147:8511/http/61.219.99.20:8081/hls/74/816/ch56.m3u8
東森財經HD,http://220.134.196.147:8525/http/61.219.99.20:8081/hls/63/805/ch11.m3u8
寰宇新聞,http://220.134.196.147:8548/http/61.219.99.20:8081/hls/76/818/ch62.m3u8
壹新聞,http://220.134.196.147:8501/http/61.219.99.20:8081/hls/66/808/ch24.m3u8
Bloomberg News,http://220.134.196.147:8514/http/61.219.99.20:8078/hls/43/80/bloomber.m3u8
NHK HD,http://220.134.196.147:8534/http/61.219.99.20:8081/hls/62/804/ch06.m3u8
鏡電視新聞台,http://220.134.196.147:8561/http/61.219.99.20:8092/upload/114/MNEWS_TS-1111_1.m3u8
好萊塢電影HD,http://220.134.196.147:8543/http/61.219.99.20:8081/hls/74/816/ch55.m3u8
緯來電影HD,http://220.134.196.147:8574/http/61.219.99.20:8081/hls/69/811/ch35.m3u8
龍華電影台,http://220.134.196.147:8545/http/61.219.99.20:8068/hls/10/80/cstv10.m3u8
HBO,http://220.134.196.147:9520/http/61.219.99.20:8081/hls/71/813/ch41.m3u8
AXN,http://220.134.196.147:8526/http/61.219.99.20:8081/hls/71/813/ch43.m3u8
CINEMAX HD,http://220.134.196.147:8535/http/61.219.99.20:8081/hls/71/813/ch42.m3u8
AMC 電影台,http://220.134.196.147:8521/http/61.219.99.20:8092/upload/115/AMC_TS-1111_1.m3u8
寵物頻道,http://220.134.196.147:8532/http/59.120.8.187:8078/hls/40/80/pettv.m3u8
緯來育樂HD,http://220.134.196.147:8547/http/59.120.8.187:8081/hls/68/810/ch30.m3u8
緯來體育HD,http://220.134.196.147:8553/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
博斯運動一,http://220.134.196.147:8564/http/61.219.99.20:8068/hls/15/80/cstv15.m3u8
momo綜合台,http://220.134.196.147:8575/http/59.120.8.187:8081/hls/76/818/momo_max.m3u8
DAZN 1,http://220.134.196.147:9120/http/59.120.8.187:8078/hls/25/80/esport.m3u8
DAZN 2,http://220.134.196.147:9119/http/59.120.8.187:8078/hls/26/80/esport2.m3u8
廈門衛視,http://220.134.196.147:8573/http/59.120.8.187:8078/hls/42/80/xmtv.m3u8
CCTV4-中央衛視,http://220.134.196.147:8559/http/59.120.8.187:8078/hls/42/80/cctv4.m3u8
海峽衛視,http://220.134.196.147:8550/http/59.120.8.187:8078/hls/42/80/fjttv.m3u8
浙江衛視,http://220.134.196.147:8512/http/59.120.8.187:8078/hls/41/80/zhejiang.m3u8
東方衛視,http://220.134.196.147:8558/http/59.120.8.187:8078/hls/41/80/east.m3u8
湖南衛視,http://220.134.196.147:8563/http/59.120.8.187:8078/hls/41/80/huana.m3u8
鳯凰衛視資訊,http://220.134.196.147:8577/http/59.120.8.187:8078/hls/20/80/phoenixif.m3u8
鳯凰衛視中文,http://220.134.196.147:8578/http/59.120.8.187:8078/hls/21/80/phoenixch
綜合其他,#genre#
民視第一台,http://106.107.242.191:50007/4gtv-4gtv003/index.m3u8
民視台灣台,http://106.107.242.191:50007/4gtv-4gtv001/index.m3u8
民視HD,http://106.107.242.191:50007/4gtv-4gtv002/index.m3u8
大愛電視,http://106.107.242.191:50007/4gtv-live007/index.m3u8
中視,http://106.107.242.191:50007/4gtv-4gtv040/index.m3u8
電影戲劇,#genre#
中視經典台,http://106.107.242.191:50007/4gtv-4gtv080/index.m3u8
綜合其他,#genre#
華視,http://106.107.242.191:50007/4gtv-4gtv041/index.m3u8
三立綜合合,http://106.107.242.191:50007/4gtv-live207/index.m3u8
客家電視,http://106.107.242.191:50007/4gtv-4gtv043/index.m3u8
音樂綜藝,#genre#
八大綜藝,http://106.107.242.191:50007/4gtv-4gtv039/index.m3u8
綜合其他,#genre#
中視菁采台,http://106.107.242.191:50007/4gtv-4gtv064/index.m3u8
音樂綜藝,#genre#
TVBS精采台,http://106.107.242.191:50007/4gtv-4gtv067/index.m3u8
ELTA娛樂,http://106.107.242.191:50007/4gtv-4gtv070/index.m3u8
綜合其他,#genre#
靖天綜合,http://106.107.242.191:50007/4gtv-4gtv046/index.m3u8
靖天日本,http://106.107.242.191:50007/4gtv-4gtv047/index.m3u8
新唐人亞太台,http://106.107.242.191:50007/4gtv-live050/index.m3u8
Arirang TV,http://106.107.242.191:50007/4gtv-4gtv079/index.m3u8
生活旅遊,#genre#
Global Trekker,http://106.107.242.191:50007/4gtv-live112/index.m3u8
綜合其他,#genre#
原住民族電視台,http://106.107.242.191:50007/4gtv-live014/index.m3u8
東森購物四台,http://106.107.242.191:50007/4gtv-live049/index.m3u8
兒童卡通,#genre#
LiveABC 互動英語台,http://106.107.242.191:50007/4gtv-live030/index.m3u8
達文西,http://106.107.242.191:50007/4gtv-4gtv018/index.m3u8
ELTV生活英語台,http://106.107.242.191:50007/litv-longturn20/index.m3u8
Nick Jr.,http://106.107.242.191:50007/4gtv-live032/index.m3u8
Nickelodeon,http://106.107.242.191:50007/4gtv-live105/index.m3u8
DreamWorks,http://106.107.242.191:50007/4gtv-live017/index.m3u8
靖天卡通台,http://106.107.242.191:50007/4gtv-4gtv044/index.m3u8
靖洋卡通,http://106.107.242.191:50007/4gtv-4gtv057/index.m3u8
MOMO親子,http://106.107.242.191:50007/4gtv-live107/index.m3u8
綜合其他,#genre#
東森購物一台,http://106.107.242.191:50007/4gtv-live047/index.m3u8
東森購物一台,http://106.107.242.191:50007/4gtv-4gtv102/index.m3u8
東森購物一台,http://106.107.242.191:50007/of-4gtv-4gtv102/index.m3u8
新聞財經,#genre#
鏡電視新聞台,http://106.107.242.191:50007/4gtv-4gtv075/index.m3u8
東森新聞,http://106.107.242.191:50007/4gtv-4gtv152/index.m3u8
華視新聞台,http://106.107.242.191:50007/4gtv-4gtv052/index.m3u8
民視新聞,http://106.107.242.191:50007/litv-ftv13/index.m3u8
三立iNEWS,http://106.107.242.191:50007/4gtv-live089/index.m3u8
東森財經新聞,http://106.107.242.191:50007/4gtv-4gtv153/index.m3u8
中視新聞台,http://106.107.242.191:50007/4gtv-4gtv074/index.m3u8
中天新聞台,http://106.107.242.191:50007/4gtv-4gtv009/index.m3u8
BLOOMBERG TV,http://106.107.242.191:50007/4gtv-live059/index.m3u8
寰宇新聞,http://106.107.242.191:50007/litv-longturn14/index.m3u8
寰宇新聞台灣台,http://106.107.242.191:50007/4gtv-4gtv156/index.m3u8
SBN 全球財經台,http://106.107.242.191:50007/4gtv-live060/index.m3u8
寰宇財經,http://106.107.242.191:50007/4gtv-4gtv158/index.m3u8
綜合其他,#genre#
TVBS HD,http://106.107.242.191:50007/4gtv-4gtv073/index.m3u8
東森購物二台,http://106.107.242.191:50007/4gtv-live046/index.m3u8
東森購物二台,http://106.107.242.191:50007/4gtv-4gtv103/index.m3u8
東森購物二台,http://106.107.242.191:50007/of-4gtv-4gtv103/index.m3u8
音樂綜藝,#genre#
民視綜藝,http://106.107.242.191:50007/4gtv-4gtv004/index.m3u8
豬哥亮歌廳秀,http://106.107.242.191:50007/4gtv-4gtv006/index.m3u8
綜合其他,#genre#
靖天育樂,http://106.107.242.191:50007/4gtv-4gtv062/index.m3u8
靖天國際,http://106.107.242.191:50007/4gtv-4gtv063/index.m3u8
靖天歡樂,http://106.107.242.191:50007/4gtv-4gtv054/index.m3u8
靖天資訊,http://106.107.242.191:50007/4gtv-4gtv065/index.m3u8
音樂綜藝,#genre#
TVBS歡樂台,http://106.107.242.191:50007/4gtv-4gtv068/index.m3u8
綜合其他,#genre#
韓國娛樂台,http://106.107.242.191:50007/4gtv-4gtv016/index.m3u8
電影戲劇,#genre#
ROCK Entertainment,http://106.107.242.191:50007/4gtv-live080/index.m3u8
生活旅遊,#genre#
Lifetime,http://106.107.242.191:50007/4gtv-live029/index.m3u8
音樂綜藝,#genre#
電影原聲台 CMusic,http://106.107.242.191:50007/4gtv-live031/index.m3u8
Trace Urban,http://106.107.242.191:50007/4gtv-4gtv082/index.m3u8
MTV Live,http://106.107.242.191:50007/4gtv-live025/index.m3u8
MEZZO LIVE HD,http://106.107.242.191:50007/4gtv-4gtv083/index.m3u8
CLASSICA 古典樂,http://106.107.242.191:50007/4gtv-4gtv059/index.m3u8
綜合其他,#genre#
東森購物三台,http://106.107.242.191:50007/4gtv-live048/index.m3u8
生活旅遊,#genre#
INULTRA,http://106.107.242.191:50007/4gtv-live096/index.m3u8
體育競技,#genre#
TRACE Sport Stars,http://106.107.242.191:50007/4gtv-4gtv077/index.m3u8
智林體育,http://106.107.242.191:50007/4gtv-4gtv101/index.m3u8
時尚運動X,http://106.107.242.191:50007/4gtv-4gtv014/index.m3u8
車迷 TV,http://106.107.242.191:50007/4gtv-live201/index.m3u8
GINX Esports TV,http://106.107.242.191:50007/4gtv-4gtv053/index.m3u8
生活旅遊,#genre#
Pet Club TV,http://106.107.242.191:50007/4gtv-live110/index.m3u8
民視旅遊,http://106.107.242.191:50007/litv-ftv07/index.m3u8
滾動力 Rollor,http://106.107.242.191:50007/4gtv-live012/index.m3u8
亞洲旅遊,http://106.107.242.191:50007/4gtv-4gtv076/index.m3u8
FUN 4K探索娛樂,http://106.107.242.191:50007/4gtv-live011/index.m3u8
幸福空間居家台,http://106.107.242.191:50007/4gtv-live206/index.m3u8
LOVE NATURE,http://106.107.242.191:50007/4gtv-live208/index.m3u8
紀實探索,#genre#
歷史頻道,http://106.107.242.191:50007/4gtv-live026/index.m3u8
生活旅遊,#genre#
ELTA生活旅遊,http://106.107.242.191:50007/4gtv-live120/index.m3u8
LUXE TV,http://106.107.242.191:50007/4gtv-live121/index.m3u8
TV5MONDE Style,http://106.107.242.191:50007/4gtv-live122/index.m3u8
MagellanTV頻道,http://106.107.242.191:50007/4gtv-live123/index.m3u8
電影戲劇,#genre#
公視戲劇,http://106.107.242.191:50007/4gtv-4gtv042/index.m3u8
民視影劇,http://106.107.242.191:50007/litv-ftv09/index.m3u8
HITS,http://106.107.242.191:50007/4gtv-live620/index.m3u8
音樂綜藝,#genre#
八大精彩,http://106.107.242.191:50007/4gtv-4gtv034/index.m3u8
電影戲劇,#genre#
霹靂布袋戲,http://106.107.242.191:50007/4gtv-live145/index.m3u8
靖天戲劇,http://106.107.242.191:50007/4gtv-4gtv058/index.m3u8
靖洋戲劇,http://106.107.242.191:50007/4gtv-4gtv045/index.m3u8
紀實探索,#genre#
CI 罪案偵查頻道,http://106.107.242.191:50007/4gtv-live027/index.m3u8
視納華仁紀實頻道,http://106.107.242.191:50007/4gtv-4gtv013/index.m3u8
影迷數位紀實台,http://106.107.242.191:50007/litv-ftv15/index.m3u8
電影戲劇,#genre#
金光布袋戲,http://106.107.242.191:50007/4gtv-live144/index.m3u8
ROCK Action,http://106.107.242.191:50007/4gtv-live138/index.m3u8
采昌影劇,http://106.107.242.191:50007/4gtv-4gtv049/index.m3u8
靖天映畫,http://106.107.242.191:50007/4gtv-4gtv055/index.m3u8
靖天電影,http://106.107.242.191:50007/4gtv-4gtv061/index.m3u8
影迷數位電影台,http://106.107.242.191:50007/4gtv-4gtv011/index.m3u8
amc 電影台,http://106.107.242.191:50007/4gtv-4gtv017/index.m3u8
Cinema World,http://106.107.242.191:50007/4gtv-live069/index.m3u8
歐洲光影,http://106.107.242.191:50007/4gtv-live157/index.m3u8
綜合其他,#genre#
好消息,http://106.107.242.191:50007/litv-ftv16/index.m3u8
好消息2台,http://106.107.242.191:50007/litv-ftv17/index.m3u8
大愛二台,http://106.107.242.191:50007/4gtv-live106/index.m3u8
人間衛視,http://106.107.242.191:50007/4gtv-live008/index.m3u8
新聞財經,#genre#
FRANCE24 英文台,http://106.107.242.191:50007/4gtv-live146/index.m3u8
半島國際新聞台,http://106.107.242.191:50007/litv-ftv10/index.m3u8
VOA 美國之音,http://106.107.242.191:50007/litv-ftv03/index.m3u8
CNBC Asia 財經台,http://106.107.242.191:50007/4gtv-live130/index.m3u8
DW德國之聲,http://106.107.242.191:50007/4gtv-live071/index.m3u8
綜合其他,#genre#
國會頻道1,http://106.107.242.191:50007/4gtv-4gtv084/index.m3u8
國會頻道2,http://106.107.242.191:50007/4gtv-4gtv085/index.m3u8
音樂綜藝,#genre#
TVBS綜藝台,http://106.107.242.191:50007/4gtv-live087/index.m3u8
電影戲劇,#genre#
TVBS台劇台,http://106.107.242.191:50007/4gtv-live088/index.m3u8
經典電影台,http://106.107.242.191:50007/4gtv-live021/index.m3u8
兒童卡通,#genre#
經典卡通台,http://106.107.242.191:50007/4gtv-live022/index.m3u8
精選動漫台,http://106.107.242.191:50007/4gtv-live024/index.m3u8
電影戲劇,#genre#
戲劇免費看1台,http://106.107.242.191:50007/4gtv-live010/index.m3u8
綜合其他,#genre#
民視第一台,http://106.107.242.191:50007/li-4gtv-4gtv003/index.m3u8
民視台灣台,http://106.107.242.191:50007/li-4gtv-4gtv001/index.m3u8
中視,http://106.107.242.191:50007/li-4gtv-4gtv040/index.m3u8
電影戲劇,#genre#
中視經典台,http://106.107.242.191:50007/li-4gtv-4gtv080/index.m3u8
綜合其他,#genre#
華視,http://106.107.242.191:50007/li-4gtv-4gtv041/index.m3u8
電影戲劇,#genre#
龍華洋片,http://106.107.242.191:50007/li-litv-longturn02/index.m3u8
兒童卡通,#genre#
龍華卡通,http://106.107.242.191:50007/li-litv-longturn01/index.m3u8
電影戲劇,#genre#
龍華電影,http://106.107.242.191:50007/li-litv-longturn03/index.m3u8
龍華日韓,http://106.107.242.191:50007/li-litv-longturn11/index.m3u8
龍華偶像,http://106.107.242.191:50007/li-litv-longturn12/index.m3u8
龍華戲劇,http://106.107.242.191:50007/li-litv-longturn18/index.m3u8
龍華經典,http://106.107.242.191:50007/li-litv-longturn21/index.m3u8
體育競技,#genre#
博斯魅力,http://106.107.242.191:50007/litv-longturn04/index.m3u8
博斯高球I,http://106.107.242.191:50007/litv-longturn05/index.m3u8
博斯高球II,http://106.107.242.191:50007/litv-longturn06/index.m3u8
博斯運動I,http://106.107.242.191:50007/litv-longturn07/index.m3u8
博斯運動II,http://106.107.242.191:50007/litv-longturn08/index.m3u8
博斯網球,http://106.107.242.191:50007/litv-longturn09/index.m3u8
博斯無限I,http://106.107.242.191:50007/litv-longturn10/index.m3u8
博斯無限II,http://106.107.242.191:50007/litv-longturn13/index.m3u8
新聞財經,#genre#
非凡新聞,http://106.107.242.191:50007/4gtv-4gtv010/index.m3u8
非凡商業,http://106.107.242.191:50007/4gtv-4gtv048/index.m3u8
台視財經台,http://106.107.242.191:50007/4gtv-4gtv056/index.m3u8
綜合其他,#genre#
中天亞洲台,http://106.107.242.191:50007/4gtv-4gtv109/index.m3u8
三立綜合合,http://106.107.242.191:50007/4gtv-live207/index.m3u8
客家電視,http://106.107.242.191:50007/4gtv-4gtv043/index.m3u8
音樂綜藝,#genre#
八大綜藝,http://106.107.242.191:50007/li-4gtv-4gtv039/index.m3u8
綜合其他,#genre#
中視菁采台,http://106.107.242.191:50007/li-4gtv-4gtv064/index.m3u8
音樂綜藝,#genre#
TVBS精采台,http://106.107.242.191:50007/li-4gtv-4gtv067/index.m3u8
ELTA娛樂,http://106.107.242.191:50007/li-4gtv-4gtv070/index.m3u8
綜合其他,#genre#
靖天綜合,http://106.107.242.191:50007/4gtv-4gtv046/index.m3u8
靖天日本,http://106.107.242.191:50007/li-4gtv-4gtv047/index.m3u8
Arirang TV,http://106.107.242.191:50007/li-4gtv-4gtv079/index.m3u8
兒童卡通,#genre#
達文西,http://106.107.242.191:50007/li-4gtv-4gtv018/index.m3u8
ELTV生活英語台,http://106.107.242.191:50007/li-litv-longturn20/index.m3u8
靖天卡通台,http://106.107.242.191:50007/li-4gtv-4gtv044/index.m3u8
靖洋卡通,http://106.107.242.191:50007/li-4gtv-4gtv057/index.m3u8
新聞財經,#genre#
鏡電視新聞台,http://106.107.242.191:50007/li-4gtv-4gtv075/index.m3u8
東森新聞,http://106.107.242.191:50007/li-4gtv-4gtv152/index.m3u8
民視新聞,http://106.107.242.191:50007/li-litv-ftv13/index.m3u8
TVBS新聞台,http://106.107.242.191:50007/li-4gtv-4gtv072/index.m3u8
東森財經新聞,http://106.107.242.191:50007/li-4gtv-4gtv153/index.m3u8
中視新聞台,http://106.107.242.191:50007/4gtv-4gtv074/index.m3u8
中天新聞台,http://106.107.242.191:50007/li-4gtv-4gtv009/index.m3u8
寰宇新聞,http://106.107.242.191:50007/li-litv-longturn14/index.m3u8
